full_id,station,detection_time,z,hpe_s,hpe_m,rmse,sensor_value,sensor_unit,n_basic,rx_detected,n_rx_detected,rx_used,n_rx_used,detection_longitude,detection_latitude,source_file,tag_id,units,uncalibrated_slope,uncalibrated_intercept,depth_uncalibrated,calibrated_slope,calibrated_intercept,depth_calibrated,water_elevation_navd88,fish_elevation_navd88_uncalibrated,fish_elevation_navd88_calibrated,bath_elevation_navd88,fish_height_uncalibrated,fish_height_calibrated
A180-1702-56319,NA,2021-06-02T16:04:59Z,-1,1.44752758947331,NA,0.302513625743981,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177894209595,43.4253406540843,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,177.24147033691406,NA,NA
A180-1702-56319,NA,2021-06-02T16:05:17Z,-1,1.43705034820787,NA,0.271122426709327,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.317788220341,43.4253408809626,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,177.24147033691406,NA,NA
A180-1702-56319,NA,2021-06-02T16:05:32Z,-1,1.40944179403591,NA,0.177056631512926,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177838075812,43.4253419528346,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:05:56Z,-1,1.84966568089188,NA,0.824467867236726,NA,NA,5,461398 461396 461399 461414 461401 461400 461402,7,461398 461396 461399 461414 461401 461400,6,-86.3177862337032,43.4253270843936,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,177.19371032714844,NA,NA
A180-1702-56319,NA,2021-06-02T16:06:23Z,-1,0.845543331588567,NA,1.20544375435195,NA,NA,9,461398 461419 461403 461396 461399 461397 461414 461401 461400 461402,10,461398 461419 461403 461396 461399 461397,6,-86.3177411165482,43.425344700597,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.66400146484375,NA,NA
A180-1702-56319,NA,2021-06-02T16:07:01Z,-1,1.40750873317289,NA,0.0844022535977407,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177858531614,43.4253403717002,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:07:20Z,-1,1.45037715822904,NA,0.413321855525841,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402 461421,10,461398 461419 461403 461396 461399 461414,6,-86.317789828824,43.4253403871391,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,177.24147033691406,NA,NA
A180-1702-56319,NA,2021-06-02T16:07:44Z,-1,0.837281384646336,NA,0.810747844093534,NA,NA,9,461398 461419 461403 461396 461399 461397 461414 461401 461400 461402 461421,11,461398 461419 461403 461396 461399 461397,6,-86.3177527906684,43.4253422041819,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.52566528320312,NA,NA
A180-1702-56319,NA,2021-06-02T16:08:00Z,-1,1.41651526778327,NA,0.178229994453027,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177867713314,43.425340449286,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,177.24147033691406,NA,NA
A180-1702-56319,NA,2021-06-02T16:08:19Z,-1,1.41204654653676,NA,0.183351250563889,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402 461421,10,461398 461419 461403 461396 461399 461414,6,-86.3177860102814,43.4253403999441,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:08:45Z,-1,1.41599390194045,NA,0.110427488507981,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402 461421,10,461398 461419 461403 461396 461399 461414,6,-86.3177871361173,43.4253408962251,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,177.24147033691406,NA,NA
H170-1802-56319,NA,2021-06-02T16:09:02Z,-1,1.74035831534068,NA,0,NA,NA,1,461398 461419 461396,3,461398 461419 461396,3,-86.3177791338849,43.4253431884987,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:09:06Z,-1,0.829147992086385,NA,0.554589281173788,NA,NA,9,461398 461419 461403 461396 461399 461397 461414 461401 461402,9,461398 461419 461403 461396 461399 461397,6,-86.3177616026469,43.4253416040456,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.52566528320312,NA,NA
H170-1802-56319,NA,2021-06-02T16:09:07Z,-1,1.73529835318178,NA,0,NA,NA,1,461398 461419 461396,3,461398 461419 461396,3,-86.3177787488088,43.4253429138705,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.26400756835935,NA,NA
H170-1802-56319,NA,2021-06-02T16:09:09Z,-1,8.29779753954366,NA,0,NA,NA,1,461398 461419 461403,3,461398 461419 461403,3,-86.317773126194,43.425338274002,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.21400451660156,NA,NA
A180-1702-56319,NA,2021-06-02T16:09:23Z,-1,2.43817016419376,NA,0.161729139142238,NA,NA,3,461419 461396 461397 461400,4,461419 461396 461397 461400,4,-86.3177450009003,43.4253575636912,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.76400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:09:40Z,-1,1.43840080075831,NA,0.232046304594979,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461402 461421,9,461398 461419 461403 461396 461399 461414,6,-86.3177888755514,43.4253409403186,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,177.24147033691406,NA,NA
A180-1702-56319,NA,2021-06-02T16:10:06Z,-1,0.830409024740128,NA,0.549120543513835,NA,NA,9,461398 461419 461403 461396 461399 461397 461414 461401 461400 461402,10,461398 461419 461403 461396 461399 461397,6,-86.3177599122658,43.425338685118,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.51292419433594,NA,NA
A180-1702-56319,NA,2021-06-02T16:10:26Z,-1,1.40769754879074,NA,0.0910255366125444,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177861089659,43.425340564539,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:10:50Z,-1,1.17869147996772,NA,0.133581726380953,NA,NA,6,461398 461419 461403 461399 461414 461400 461402,7,461398 461419 461403 461399 461414 461400,6,-86.317781848649,43.4253380616273,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,175.7166748046875,NA,NA
A180-1702-56319,NA,2021-06-02T16:11:14Z,-1,0.836455573017459,NA,0.821993604448468,NA,NA,9,461398 461419 461403 461396 461399 461397 461414 461401 461400 461402,10,461398 461419 461403 461396 461399 461397,6,-86.3177524094609,43.4253430539718,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.52566528320312,NA,NA
A180-1702-56319,NA,2021-06-02T16:11:40Z,-1,6.80938341365286,NA,0.195377661337782,NA,NA,6,461398 461419 461403 461399 461414 461401 461400 461402 461421,9,461398 461419 461403 461399 461414 461401,6,-86.3178005629425,43.425349434645,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,177.1980438232422,NA,NA
A180-1702-56319,NA,2021-06-02T16:12:00Z,-1,1.40113554085991,NA,0.0427965223494965,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177860247053,43.4253406580695,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:12:22Z,-1,1.39855352350327,NA,0.075300964431408,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461402,8,461398 461419 461403 461396 461399 461414,6,-86.3177853119903,43.4253411232316,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:12:40Z,-1,1.40231694908642,NA,0.0628038767843108,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.317784655426,43.4253408229125,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:13:01Z,-1,1.41244099253364,NA,0.077811012069103,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.317786243615,43.425340700358,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:13:25Z,-1,0.836488984485815,NA,0.810198409627795,NA,NA,9,461398 461419 461403 461396 461399 461397 461414 461401 461400 461402,10,461398 461419 461403 461396 461399 461397,6,-86.317752645492,43.425342600905,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.52566528320312,NA,NA
A180-1702-56319,NA,2021-06-02T16:13:49Z,-1,1.40069113810269,NA,0.0630728679304632,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461402,8,461398 461419 461403 461396 461399 461414,6,-86.317785595234,43.4253406200154,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:14:06Z,-1,1.42610589880149,NA,0.198881422880997,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461402 461421,9,461398 461419 461403 461396 461399 461414,6,-86.317787516051,43.4253407674745,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,177.24147033691406,NA,NA
A180-1702-56319,NA,2021-06-02T16:14:47Z,-1,1.4044056787325,NA,0.0409241630800085,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.317785599883,43.425340635987,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.289,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:15:16Z,-1,1.38169193838071,NA,0.127432258595067,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177808184626,43.4253416450018,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:15:40Z,-1,2.04993653446127,NA,0.253599489239503,NA,NA,7,461419 461403 461396 461399 461414 461401 461400,7,461419 461403 461396 461399 461414 461401,6,-86.31778860452,43.4253415246029,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,177.24147033691406,NA,NA
A180-1702-56319,NA,2021-06-02T16:16:05Z,-1,1.40050955227539,NA,0.0828148573270741,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402 461421,10,461398 461419 461403 461396 461399 461414,6,-86.317785335487,43.4253406214453,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:16:21Z,-1,1.39982358577928,NA,0.0491620420521403,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177857684442,43.4253408198514,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:16:46Z,-1,1.41010860870305,NA,0.122871415210191,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177863416471,43.4253408469535,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:17:15Z,-1,1.38775756749053,NA,0.0276873679998092,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177843213561,43.4253408434887,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:17:37Z,-1,1.38944021668364,NA,0.0339230904699258,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400,8,461398 461419 461403 461396 461399 461414,6,-86.3177834471359,43.4253412301157,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:17:57Z,-1,1.37721607610743,NA,0.0456466260105739,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177828876966,43.4253394278653,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,175.7166748046875,NA,NA
H170-1802-56319,NA,2021-06-02T16:17:58Z,-1,11.7040555630383,NA,0,NA,NA,1,461398 461419 461403,3,461398 461419 461403,3,-86.3177826859986,43.4253469696619,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:18:22Z,-1,1.38125279002301,NA,0.00711603908799245,NA,NA,7,461398 461419 461403 461396 461399 461414 461400 461402,8,461398 461419 461403 461396 461399 461414,6,-86.3177833051509,43.4253411567771,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:18:39Z,-1,1.38039317683559,NA,0.0759306094061886,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.317783531169,43.4253393865448,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,175.7166748046875,NA,NA
A180-1702-56319,NA,2021-06-02T16:18:59Z,-1,1.39651517454845,NA,0.0406317770911761,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177852764089,43.4253406098587,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:19:26Z,-1,1.39263121230394,NA,0.0403313996808658,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177851003582,43.4253412547084,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:19:40Z,-1,1.41484831002512,NA,0.171427075659799,NA,NA,9,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177877247625,43.4253406878987,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,177.24147033691406,NA,NA
H170-1802-56319,NA,2021-06-02T16:19:51Z,-1,13.408046620981,NA,1169.73555587178,NA,NA,1,461398 461396 461398 461419 461403,5,461398 461419 461403,3,-86.3177860706767,43.4253505104325,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:19:56Z,-1,1.38333286311991,NA,0.043476157969235,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177841156099,43.4253396417283,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,175.7166748046875,NA,NA
A180-1702-56319,NA,2021-06-02T16:20:13Z,-1,1.345472590741,NA,0.063232110239555,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177790720865,43.4253379074994,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,175.7166748046875,NA,NA
A180-1702-56319,NA,2021-06-02T16:20:33Z,-1,1.36773201021132,NA,0.0540148327764577,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461402,8,461398 461419 461403 461396 461399 461414,6,-86.3177821692358,43.425338743314,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,175.7166748046875,NA,NA
A180-1702-56319,NA,2021-06-02T16:20:57Z,-1,1.38412358839319,NA,0.0293917991646842,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402 461421,10,461398 461419 461403 461396 461399 461414,6,-86.3177834041027,43.4253410065945,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:21:19Z,-1,1.34875629861663,NA,0.0827550624754686,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461402,8,461398 461419 461403 461396 461399 461414,6,-86.3177798777048,43.4253367938625,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,175.7166748046875,NA,NA
A180-1702-56319,NA,2021-06-02T16:22:00Z,-1,1.36472144401076,NA,0.050643888878216,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177815713985,43.4253387722699,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,175.7166748046875,NA,NA
A180-1702-56319,NA,2021-06-02T16:22:42Z,-1,0.9520651295567,NA,0.124079405776852,NA,NA,5,461398 461419 461403 461396 461400,5,461398 461419 461403 461396 461400,5,-86.3177781355065,43.4253437160552,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:23:08Z,-1,1.39124486515846,NA,0.0221113148777229,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177845310349,43.4253410446395,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:23:31Z,-1,1.31651713987664,NA,0.135202885783168,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177763808554,43.4253332811546,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,175.7166748046875,NA,NA
A180-1702-56319,NA,2021-06-02T16:23:45Z,-1,1.40435559284846,NA,0.10926401196812,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177872263702,43.4253399337635,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,177.24147033691406,NA,NA
H170-1802-56319,NA,2021-06-02T16:23:58Z,-1,8.57481293874208,NA,0,NA,NA,1,461398 461419 461403,3,461398 461419 461403,3,-86.3177737079568,43.425339409843,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.21400451660156,NA,NA
A180-1702-56319,NA,2021-06-02T16:24:03Z,-1,0.966514109188231,NA,0.0536571063257106,NA,NA,5,461398 461419 461403 461396 461400,5,461398 461419 461403 461396 461400,5,-86.3177809238513,43.425340842474,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:24:27Z,-1,1.39865057340254,NA,0.0438327224513298,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177857416482,43.4253406461642,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:24:46Z,-1,1.38568666490473,NA,0.0553033466600872,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177841139108,43.4253406220921,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:25:13Z,-1,1.38987146388137,NA,0.0400400088867009,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177845838181,43.4253403129399,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:25:28Z,-1,1.34666120489842,NA,0.0760397052551905,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.317779974349,43.4253376948302,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,175.7166748046875,NA,NA
A180-1702-56319,NA,2021-06-02T16:26:05Z,-1,1.38857579519304,NA,0.0281803297211888,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177840979634,43.4253406945001,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:26:24Z,-1,1.38129118194516,NA,0.0290922775186966,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177837153649,43.4253406191434,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:26:52Z,-1,1.39588936798507,NA,0.0368461496247355,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177853634891,43.4253410070976,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:27:13Z,-1,1.51130015382617,NA,0.468012512903739,NA,NA,6,461398 461419 461403 461396 461399 461414 461400,7,461398 461419 461403 461396 461399 461414,6,-86.3177958334801,43.4253398287368,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,177.24147033691406,NA,NA
A180-1702-56319,NA,2021-06-02T16:27:34Z,-1,1.39980852484079,NA,0.029650300438634,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.317785731889,43.4253408584624,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
H170-1802-56319,NA,2021-06-02T16:27:46Z,-1,1.73388657007161,NA,1247.28147531662,NA,NA,1,461398 461419 461396 461398 461403,5,461398 461419 461396,3,-86.3177786632215,43.4253432879218,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:27:53Z,-1,1.38903288286319,NA,0.0437083749730354,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177848160651,43.4253404967187,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:28:15Z,-1,0.992680391193597,NA,0.457153891025954,NA,NA,5,461398 461419 461403 461396 461400 461402,6,461398 461419 461403 461396 461400,5,-86.3177843589346,43.4253405324808,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:28:40Z,-1,1.39366683960382,NA,0.0475903431315703,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177849409254,43.425340907191,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:29:07Z,-1,1.38449061479088,NA,0.0463526433561326,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177830247797,43.4253406361147,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:29:34Z,-1,1.4132669643135,NA,0.136141497208978,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177865410223,43.4253405463241,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.29,NA,NA,177.24147033691406,NA,NA
A180-1702-56319,NA,2021-06-02T16:30:02Z,-1,1.38624855625893,NA,0.0389394305339172,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177839609749,43.4253401778129,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.291,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:30:30Z,-1,1.39592529135699,NA,0.03643217402658,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402,9,461398 461419 461403 461396 461399 461414,6,-86.3177853296262,43.4253407003078,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.291,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:30:47Z,-1,1.60000104366835,NA,0.0915409886090692,NA,NA,6,461398 461419 461403 461396 461414 461401 461400 461402 461421,9,461398 461419 461403 461396 461414 461401,6,-86.3177851657415,43.4253398373406,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.291,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:31:06Z,-1,1.39137523787138,NA,0.0484294983002694,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402 461421,10,461398 461419 461403 461396 461399 461414,6,-86.3177845579011,43.4253404227595,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.291,NA,NA,174.26400756835935,NA,NA
A180-1702-56319,NA,2021-06-02T16:31:23Z,-1,1.39064116580752,NA,0.0523576283274766,NA,NA,7,461398 461419 461403 461396 461399 461414 461401 461400 461402 461421,10,461398 461419 461403 461396 461399 461414,6,-86.3177845196376,43.4253404527394,all_HR2.csv,56319,NA,NA,NA,NA,NA,NA,NA,177.291,NA,NA,174.26400756835935,NA,NA
